id,movieid,imdbid,kewords,synopsis
31729,198,114558,virtual-reality  rape  corrupt-police  corrupt-cop  blindfold  1990s  interracial-romance  racial-violence  end-of-the-millenium  interracial-relationship  hate-crime  dirty-cop  cyberpunk  riot  new-year's-eve  hip-hop  murder  prostitute  memory  police,Los Angeles  December 30th  1999The story opens with a man saying Ok  hit me There's a burst of TV static and the scene shifts immediately to a group of three men riding in a car They are handing out pistols to each other and covering their faces with nyl
32287,357,109831,wedding  funeral  1990s  chick-flick  gay-relationship  love  friend  american  american-woman  british  bachelor  love-at-first-sight  looking-for-love  wedding-ceremony-without-wedding  box-office-hit  unrequited-love  rain  kiss  jeep  tall-man  practi,In the beginning of the film  we see that Charles Hugh Grant  a confirmed British bachelor and serial monogamist  lives with his tone-deaf sister Scarlett Charlotte Coleman in London The pair are habitually late to weddings as we gather from remarks made
32551,508,107818,city-name-in-title  aids  lawyer  gay  homophobia  judiciary  judicial-system  judicial  thinness  unfair-dismissal  wrongful-termination  ends-with-funeral  tragic-ending  dying  partner  death-of-lover  death-of-boyfriend  death-of-hero  tragic-hero  ga,Andrew Beckett Tom Hanks is a senior associate at the largest corporate law firm in Philadelphia Although he lives with his partner Miguel lvarez Antonio Banderas  Beckett is not open about his homosexuality at the law firm  nor the fact that he has AIDS
32766,303,114214,authority-figure-as-villian  street-shootout  showdown  gun-duel  saved-from-hanging  girl-power  filicide  dead-boy  child-uses-a-gun  death-of-son  contest  fight  saloon  death  murder  torture  bar-shootout  shot-in-the-back  bartender  hanging  heroi,The scene opens with Ellen Sharon Stone riding across the prairie toward a town  when an idiot digging multiple holes looking for his gold  shoots at her She falls off her horse and knocks him out as he checks to see if she is dead After chaining him to h
32900,215,112471,love  conversations  kiss  train  american  french  tourist  one-night  first-part  one-day-time-span  train-encounter  life-changing-decision  destiny  coincidence  teenage-girl  restaurant  religion  reading  poem  palm-reader  crush  bridge  chance-mee,The film starts with Jesse meeting Cline on a train from Budapest and striking up a conversation with her Jesse is going to Vienna to catch a flight back to the United States  whereas Cline is returning to university in Paris after visiting her grandmothe
33146,204,114781,train  terrorist  satellite  niece  colorado  hostage  denver-colorado  porter  high-tech  death  mercenary  radio  blood-splatter  sex-on-a-train  voyeurism  bare-butt  female-frontal-nudity  breasts  train-conductor  bare-chested-male  space-shuttle  la,Casey Ryback Seagal has retired from the Navy and is a chef at the Mile High Cafe in Denver  Colorado Ryback is taking his estranged niece Sarah Ryback played by a then-unknown Heigl to Los Angeles to visit the grave of Ryback's brother  who was Sarah's f
33600,160,112715,congo  laser  captain  lost-city  expedition  gorilla  diamond  romanian  guide  mercenary  talking-gorilla  camera  airport  animal  africa  human-versus-gorilla  human-versus-animal  jumping-from-an-airplane  airplane-explosion  human-gorilla-relationsh,A telecommunications company--TraviCom--is run by a paranoid  hot-headed tyrantJoe Don Baker In a quest for a powerful 10000 channel laser  he sends his son Charlie into the Congo region of Africa to retrieve a raw flawless diamond to power the laser  Whi
33962,227,109676,terrorist  parachute  dea  skydiving  washington-dc  plane  security  us-marshal  tough-cop  fireworks  prison-break  die-hard-scenario  terrorism  black-hero  hapkido  fighting  fight  showdown  gunfight  shootout  hero-kills-a-woman  hk-5-machine-gun  s,Aboard a commercial airliner  US Marshal Pete Nessip Wesley Snipes and his brother Terry Malcolm Jamal-Warner  a fellow marshal  are escorting prison inmate Earl Leedy Michael Jeter  who is a computer wizard  to a high-security prisonWhen an apparent terr
34399,903,52357,romantic-obsession  deception  1950s  death  vertigo  nervous-breakdown  mysterious-woman  mental-breakdown  acrophobia  police-detective  san-francisco-bay  church  dual-role  reliving-the-past  private-detective  melancholy  look-alike  murder-of-wife,A woman's face gives way to a kaleidoscope of credits  signalling the start of Alfred Hitchcock's Vertigo to Bernard Hermann's haunting scoreA criminal climbs up the rungs of the ladder on a dark San Francisco night John Scottie Ferguson James Stewart  a
34417,183,110604,mute  chase  russian-mafia  cult-film  diskette  police  murder  hitchcockian  flashback  taking-a-bath  reference-to-alfred-hitchcock  vertigo-shot  red-square  moscow-russia  dead-body  movie-prop  destroying-a-room  held-at-gunpoint  f-word  language-b,Moscow  1993 In an old cinema studio building  an American producer is filming a low budget slasher film The director  Andy Clark Evan Richards  is working with his girlfriend  Karen Hughes Fay Ripley  as his assistant  and his girlfriend's sister  Billy
34708,724,115963,coven  spell  outcast  occult  witch  teenager  hallucination  witchcraft  power-struggle  overalls  teenage-witch  magic  female-lead  fire  death-of-husband  stepmother-stepdaughter-relationship  photograph  father-daughter-relationship  lawyer  decepti,Sarah Bailey Robin Tunney  a troubled teenage girl who has previously attempted suicide  has just moved from San Francisco to Los Angeles with her father Cliff De Young and stepmother She enrolls in a local Catholic high school  but has trouble fitting in
34877,1197,93779,true-love  fairy-tale  pirate  princess  giant  evil-prince  kidnapping  swordsman  quicksand  fencing  dead-father  animal-attack  iocane-powder  death-by-poison  hand-with-six-fingers  steep-hill  bare-chested-male-bondage  eel-infested-waters  famous-l,Fairy tale story-within-a-story with an all-star castIn the frame story  a grandfather Peter Falk reads a favorite book to his sick grandson Fred Savage The book he reads  The Princess Bride by S Morgenstern  is about the most beautiful woman in the world
35030,662,116287,jealous-rage  fatal-attraction  obsession  teenage-girl  blue-eyes  blonde  borderline-personality-disorder  lifting-male-in-air  slow-motion  underwear  attempted-rape  lifting-an-adult-into-the-air  siege  terrorism  illegal-drugs  manipulation  rebelli,Nicole Reese Witherspoon is a fairly innocent teenager but with a rebellious side  particularly directed at her father  Steven Walker William Peterson At a rave  Nicole meets David McCall Mark Wahlberg  and is swept off her feet by his sweet  polite natur
35156,410,106220,nanny  baby  uncle  uncle-fester  summer-camp  love  baby-boy  baby-brother  boy  addams-family  based-on-comic-book  second-part  dental-headgear  dental-braces  three-word-title  hand-from-grave  talking-to-a-grave  death-of-wife  wish-me-luck  sliding-,Gomez Raul Julia and Morticia Addams Anjelica Huston welcome their third child a mustachioed baby boy named Pubert Older siblings Wednesday Christina Ricci and Pugsley Jimmy Workman openly loathe their new brother  and repeatedly attempt to eliminate him
35318,879,120004,police-sergeant  fire  relic  helicopter  museum  crate  ship  mayor  benefit  anthropologist  male-full-frontal-nudity  male-pubic-hair  pubic-hair  two-word-title  human-versus-monster  blood-splatter  dinosaur-skeleton  killing-an-animal  falling-throu,Somewhere in the Brazilian rain forest  Anthropologist John Whitney Lewis Van Bergen witnesses an Aboriginal tribal ritual  performed by dancing men in a state of trance He drinks a kind of potion  concocted by the tribe's witch Montrose Hughes using leav
35665,1086,46912,murder  blackmail  letter  love  writer  marriage  evidence  alibi  handbag  police  inspector  sporting-goods-salesman  policeman  tennis-player  love-letter  money  key  fraud  apartment  fake-limp  unfaithful-wife  scissor  picture  chelsea  drinking-w,Tony Wendice Ray Milland is a former tennis player who married Margot Grace Kelly partly for her money To please his wife  he has given up tennis and now sells sports equipment Margot once had a relationship with Mark Halliday Robert Cummings  an American
35736,951,32599,reporter  newspaper  newspaper-editor  mayor  insurance-agent  journalist  cop-killer  journalism  contemporary-setting  execution  escape  police  reading-poetry  stay-of-execution  reference-to-franklin-d-roosevelt  reference-to-william-shakespeare  ref,A newspaper editor Walter played by Cary Grant tries to convince his ex-wife Hildy Rosalind Russell and her fiancee Bruce Ralph Bellamy the day before they are set to be married She says she will be happy to live a life where she will be treated like a re
35994,199,58450,love  military-service  war-injury  class-differences  homecoming-soldier  french-soldier  separation  french-algerian-war  place-name-in-title  shop  umbrella  aunt  mechanic  letter  auto-mechanic  marriage  gas-station  cult-film  1960s  reference-to-m,Madame Emery and her daughter Genevive Deneuve sell umbrellas at their little boutique in the coastal town of Cherbourg in Normandy  France Genevive is in love with Guy Castelnuovo  a handsome young auto mechanic who lives with and cares for his sickly au
36159,709,95776,dog  girl  new-york  cat  dog-movie  disney  friends-who-live-together  ampersand-in-title  1980s  psychopath  stealing-food  2d-animation  animal-name-in-title  boat  hobo  terrier  villain  doberman-pinscher  smoking  afghan-hound  great-dane  bulldog,The film starts with the song calledonce upon a time in new York cityWhere the kittens including oliver were getting picked by humansBut nobody wants this orange tangy kittenSo oliver trying to survive the rain and slept under the wheel hoodyes on the whe
36381,597,100405,prostitute  hotel  businessman  falling-in-love-with-a-prostitute  rich-man-poor-woman  clothes-shopping  fellatio  money  escort  party  corporate-raider  lawyer  polo  woman-in-a-bathtub  watching-television  two-in-a-bathtub  chick-flick  nylon-stockin,A very successful  wealthy lawyer  Edward Lewis  hires a beautiful and unlikely prostitute  Vivian Ward Julia Roberts  from Sunset Blvd to bring along to various business events An attraction developes between the two  and Edward finds it harder and harde
37138,1224,97499,king  battle  shakespeare-play  battle-of-agincourt  sword-and-shield  war-violence  henry-v  shakespeare's-henry-v  battlefield  hundred-years-war  france  england  kingdom  directorial-debut  reference-to-william-shakespeare  written-and-directed-by-cas,The following story takes place during the 100 years' war between France and England Henry V is debating whether he has the right to claim french territories under a property contract  presumably advocated by the clergy  between France and England at some
37200,175,113540,virgin  coming-of-age  new-york-city  aids  1990s  rape  weed  skateboarding  skateboarder  marijuana  troubled-teenager  swimming-in-underwear  male-rear-nudity  bare-butt  gay-slur  teenage-boy  sexual-abuse  first-time-sex  sexual-promiscuity  male-nud,In mid-90s Manhattan  the nihilistic Telly Leo Fitzpatrick is busy deflowering virgins He doesn't just enjoy the sex and act of taking young girl's virginity though -- he believes that he can avoid STDs this way After finishing with his latest conquest Sa
37408,558,110763,library  young-boy  treehouse  book  journey  escape  magic-wand  wizard  eaten-alive  sword  helmet  shield  mad-scientist  miniature-person  ghost  mural  magical-carpet  pirate  coward  courage  lifting-male-in-air  crow  real-person-becomes-animated,Richard Tyler is a geeky  timid kid who spouts statistics about the probability of accidents His parents try to find 'normal' activities for him  to little avail His father is slightly injured while building Rich's treehouse  further confirming Rich's pho
37478,66,116839,computer  parking-garage  sword  sword-fight  helicopter-accident  power-outage  helicopter-crash  helicopter  exploding-house  pistol  exploding-airplane  science-runs-amok  supernatural-power  airplane-accident  conspiracy  greenhouse  held-at-gunpoint,Moments after the blast in part one  Jobe is found by a group of scientists led by Jonathan Walker  who are aware of his abilities and nurse him back to help in order to use his power for world domination Fast forward seven years  where Los Angeles is see
37772,522,105275,skinhead  vietnamese  white-supremacist  police-raid  nazi  city  tragedy  attempted-drowning  bus  scene-during-end-credits  corpse-with-eyes-open  two-word-title  main-character-dies  driving-at-night  lighting-a-cigarette  knocking-on-a-door  kettle  p,A gang of violent neo-Nazi skinheads from Footscray  Victoria  Australia attack two Vietnamese-Australian teenagers in a subway tunnel at Footscray Station filmed at Richmond Station The gang is led by Hando Russell Crowe and his friend and second in comm
37807,62,113862,teaching  high-school  1990s  teacher-inspires-students  high-school-teacher  teacher-student-relationship  musical-education  marching-band  dedicated-teacher  portland-oregon  student  school  musician  composer  teacher  principal  joy  three-word-titl,Glenn Holland  not a morning person by anyone's standards  is woken up by his wife Iris early one bright September morning in 1964 Glenn has taken a job as a music teacher at the newly renamed John F Kennedy High School He intends his job to be a sabbatic
37934,12,112896,dracula  vampire  spoof  human-versus-vampire  blood-splatter  vampire-comedy  19th-century  written-and-directed-by-cast-member  jumping-through-a-window  breaking-a-mirror  drink-thrown-into-someone's-face  ball  dancing  covered-in-blood  grave  hung-u,Transylvania 1893 A coach containing Thomas Renfield Peter MacNicol  a solicitor from London  and two Transylvanian natives  rocks up a mountanous path Renfield says he's feeling queasy and one of the helpful natives leans out the window to tell the drive
38201,291,114151,diary  art-student  lust  sexual-obsession  sex-in-bed  breast-fondling  sexual-awakening  male-rear-nudity  sex-standing-up  sex-scene  female-rear-nudity  female-frontal-nudity  breasts  scantily-clad-female  nude-model  female-removes-her-dress  fondli,Moans and sexual noises in the half-light Lily Leonetti Alyssa Milano is making love to a man After the act  he gets up and tells her that it's not working out She looks devastated for a momentCut to Lily arriving to another place She is a sheltered art s
38362,163,112851,crushed-by-a-car  mariachi  drugs  death  love  gunslinger  showdown  drug-lord  sequel  hitman  gun  bullet  latex-gloves  voyeur  sex-in-bed  thong-panties  female-frontal-nudity  scantily-clad-female  cleavage  black-panties  orange-panties  panties  w,An unnamed man Steve Buscemi walks into a bar The customers are initially hostile towards him but he seems not to notice He begins to tell how he was in a bar in another town and it was cleaned out by a man in black looking for a man named Bucho This stor
39243,781,117737,artist  italy  male-frontal-nudity  male-nudity  female-nudity  crotch-shot  virginity  travel  chainsaw  poet  cancer  villa  playwright  skinny-dipping  male-full-frontal-nudity  vomiting  sex-scene  painting  breasts  pubic-hair  male-pubic-hair  singi,This is the summer when young Lucy  a 19-year-old American  has decided to lose her virginity For the summer holidays  she arrives in a beautiful place in Tuscany  a villa on a hilltop owned by an English artist  where she discovers different interesting
39644,436,109456,nymphomania  gender-dysphoria  female-to-male-foot-in-crotch  lesbian-kiss  sex-in-a-swimming-pool  sex-in-shower  multiple-personality  erotica  color-blindness  patient  therapy  psychologist  suicide  hitchcockian  jumping-from-a-window  erotic-thrille,Bill Capa Bruce Willis is psychoanalyst to the rich and unhinged in New York City One day  Michelle Kathleen Wilhoite  one of his most disturbed patients  arrives to her therapy session in a particularly fragile state of mind Bill seems to make light of h
39920,188,114194,heaven  angel  soul  corpse  girl  religion  blood  first-part  vision  tiredness  theology  taunting  supernatural-power  skeleton  ritual  prophecy  murder-of-a-police-officer  personification-of-satan  mortal-wound  misanthropy  misanthrope  mint  kore,In the prologue  Thomas Dagget Elias Koteas is about to be ordained as a priest  but he is stricken by horrific visions of angels at war with each other Several years later  Thomas  having lost his faith and abandoned the church  is a detective with the L
40346,173,113492,based-on-comic-book  cult-film  judge  police  police-brutality  walled-city  police-academy  tough-cop  2000-ad-comics  futuristic-city  corrupt-judge  cyberpunk  justice  future  murder  law  genetic-engineering  reporter  chaos  assassination  prison,A scrolling and narrated prologue opens the film in the Third Millennium the 21st Century  the Earth's ecosystem has become polluted and altered  leaving much of the world's landmass a barren desert called the Cursed Earth Most people have moved to a few
40698,715,113362,austrian  police  provence  cholera  breasts  aix-en-provence  reference-to-mozart  catechism  farming  harvest  prison  colonel  dead-child  candle  rebel  fireplace  female-frontal-nudity  guardian-angel  sergeant  rotting-corpse  cleansing-by-fire  whi,Beautiful cinematography  beautiful actors  sets and landscapes Directing a little suspect with some slapstick influences occasionally which seemed to be out of context The two heos travel back and forth across cholera infested France  never laying a hand
40785,17,114388,inheritance  female-protagonist  horseback-riding  three-word-title  1810s  19th-century  brother-sister-relationship  disdain  snobbery  parrot  english-country-dance  suitor  rich-snob  decorum  empire-fashion  ends-with-a-wedding  lock-of-hair  pianofo,This is yet another adaption of Jane Austin's book Sense and Sensibility It is set in the neo-Classicism era  this is plainly seen in the style of dress by women and men  as well as the architecture of the wealthy housesWhen Mr Dashwood dies  his wife and
40877,315,111255,bomb  cia  explosives-expert  explosive  miami-florida  revenge  ex-cia-agent  mouse  agent  mafia  cat  money  tray  femme-fatale  hotel  mansion  funeral  cult-film  machismo  bombmaker  bomb-making  suspense  neo-noir  female-frontal-nudity  breasts  m,1984 Ray Quick Sylvester Stallone and Ned Trent James Woods are explosives experts for the CIA  on an assignment to blow up a bridge while a certain vehicle is passing over it Quick rigs everything on the bridge  after which Trent sets off the timer As th
41649,407,113409,writer  insurance-investigator  horror-writer  novel  paranoia  editor  new-hampshire  author  publisher  book  church  fireplace  bridge  crucifix  arrest  murder  flashback  cigarette-lighter  book-burning  motel  pitchfork  torch  angry-mob  self-sacri,Private investigator John Trent Sam Neill investigates a claim made by Arcane Publishing director Jackson Harglow Charlton Heston of the alleged disappearance of popular horror novelist Sutter Cane Jrgen Prochnow  who vanished days before his latest book
41692,531,108071,garden  girl  secret  costume-drama  english-garden  surgical-mask  little-boy  robin  child-as-main-character  mansion  key  hidden-door  uncle  earthquake  estate  india  servant  discovery  boy  friend  magic  widowed-father  widower  change-of-seasons,Mary Lennox Kate Maberly is a ten year old British girl living in India around the cusp of the 20th century Her parents Irne Jacob and Colin Bruce are neglectful  leaving her in the care of an Aya Parsan Singh  a native servant  while they attend parties
41821,587,99653,love  death  film-blanc  invisibility  unrequited-love  new-york-city  manhattan-new-york-city  subway  one-word-title  battered-woman  mugging  murder  pottery  bank  ghost  psychic  police  escape  kicking-a-can  box-office-hit  shoebox  famous-song  fa,Sam Wheat Patrick Swayze  a banker  and Molly Jensen Demi Moore  a talented potter  are a loving couple who move into a New York City apartment At work  Sam discovers discrepancies in some bank accounts and confides in his good friend and colleague  Carl
42022,47,114369,detective  serial-killer  seven-deadly-sins  police-partner  serial-murder  homicidal-maniac  human-monster  death  murder  neo-noir  police-shootout  bad-guy-wins  interracial-relationship  police-protagonist  shot-to-death  attempted-murder  shootout  s,In an unidentified city of constant rain and urban decay  Detective William Somerset Morgan Freeman is preparing to retire and leave the horrors of the city Before he retires  he is partnered with Detective David Mills Brad Pitt  a cocky  young and short-
42437,596,32910,pinocchio  boy  fairy  jiminy-cricket  conscience  night  star  smoke  puppet  wish  faked-death  evil-smile  19th-century  1880s  child  mirror  book  rain  fire  beer  apple  goldfish  fox  cat  character-turns-green  disney  human-becoming-an-animal  t,The film opens with Jiminy Cricket sitting in a library singing When You Wish Upon A Star Addressing the camera  he starts to tell the audience why he believes in such a thing Opening up a storybook of Pinocchio  he explains how he came to the house of wo
42820,1060,117802,friend  actor  cult-film  upskirt  black-panties  panties  scantily-clad-female  cleavage  slow-motion  hollywood  callback  sausage  kindergarten  kisch  reference-to-lee-jeans  instant-replay  stuffed-animal  producer  name-calling  reference-to-the-ren,Mike Peters Jon Favreau is a struggling actor who left New York  and a girlfriend behind  to find success in LA The move caused his girlfriend of six years to split up with him six months earlier and left him feeling alone and heartbrokenIn the opening sc
42960,305,110907,fashion  fashion-show  journalist  fashion-industry  pantyhose  lesbianism  textile  couturier  female-nudity  public-nudity  multiple-cameos  paris-france  pregnant-woman-nude  satire  television  female-stockinged-legs  transvestite  nudity  female-fron,Paris  Fashion Week 1994 all kind of models  designers  reporters  fashion editors join together to present next year's trends Kitty Potter Kim Basinger is a reporter in search of big newsSergio Marcello Mastroianni sends an identical Christian Dior tie t
43438,252,110099,love-at-first-sight  genius  rural-setting  outer-space  mouse  atomic-energy  document  police-officer  president  movie-theatre  screen  newsreel-footage  projector  golf-club  blackboard  racquet  sports-car  proton  intelligence  waitress  restaurant,During the film opening  we see a man  presumably Einstein Walter Mathau playing a violin  as another man walks past a poster advertising Boyd's comet We then see Catherine Boyd Meg Ryan with her fiance James Moreland Stephen Fry She's working on some mat
43744,350,109446,lawyer  mafia  senator  brother  boy  suicide  escape  mobster  11-year-old  secret  prosecutor  district-attorney  police  fbi  judicial-system  judicial  obscene-finger-gesture  milk  reference-to-elvis-presley  animal-killing  necklace  body-bag  dead-,Mark Sway Brad Renfro  his mother Mary-Louise Parker  and his younger brother David Speck live in a small trailer in Memphis  Tennessee Mark  a young  street-smart kid  distracts his mother and steals two cigarettes from her purse while she rushes to get
43785,431,106519,1970s  prison  violence  puerto-rican  drugs  gunfight  dancer  nightclub  murder  blood-splatter  stretcher  female-full-frontal-nudity  profanity  boyfriend-girlfriend-relationship  kiss  kissing-while-having-sex  male-nudity  love-interest  female-remo,In 1975  after serving 5 years of a 30-year prison sentence  Carlito Brigante is freed on a legal technicality exploited by his lawyer  Dave Kleinfeld Upon release from prison  Carlito decides to return to his old neighborhood of Spanish Harlem While in t
43938,475,107207,pub  police  lawyer  justice  thief  prison  judiciary  judicial-system  judicial  male-slaps-a-male  tragedy  punched-in-the-chest  punched-in-the-face  hit-with-a-chair  armored-car  tank  maximum-security-prison  abuse-of-power  radio  memorial  securi,Story of Gerry Conlon  purported ringleader of the Guildford Four  a group of three Irishmen and one English woman wrongly imprisoned for the 1974 IRA bombing of a pub in Guildford  England  that left five people dead Conlon's father Guiseppe was subseque
44414,50,114814,criminal  suspect  dirty-cop  limping  flashback  hijacking  fire  criminal-mastermind  translator  emerald  burying-a-body  double-cross  reference-to-pope-john-paul-ii  police-corruption  lighting-a-cigarette  urinating-on-a-fire  zippo-lighter  mystery,On the deck of a ship in San Pedro  California  a figure identified as Keyser speaks with an injured man called Keaton The two talk briefly  then Keyser appears to shoot Keaton before setting the ship ablazeThe next day  FBI Agent Jack Baer Giancarlo Espo
44997,365,107426,buddhism  reincarnation  enlightenment  nonlinear-timeline  kicked-in-the-butt  buddhist  seattle-washington  death  sickness  poverty  misery  religion  illumination  independent-film,Little Buddha is a story about the quest of a group of monks  led by Lama Norbu Ruocheng Ying  to seek out the reincarnation of his great Buddhist teacher  Lama Dorje Geshe Tsultim Gyeltsen Lama Norbu and his fellow monks believe they have found a candida
45513,185,113957,computer  identity  identity-theft  computer-hacker  chat-room  female-protagonist  computer-fraud  stolen-identity  conspiracy  espionage  mexico  corruption  pay-phone  protest  retirement-home  media-coverage  deception  double-cross  arrest  sabotage,Angela Bennett is a computer programmer who works from home She keeps an extensive collection of computer viruses that she removes from her clients systems She gets a call from her colleague  who asks her for help with a glitch he found in one of their cl
45803,94,115639,reunion  town  small-town  pianist  hometown  bar  teenage-girl  reference-to-william-shakespeare  snowplow  older-man-younger-woman-relationship  reference-to-shakespeare's-romeo-and-juliet  twenty-something  teenager  going-home  extramarital-affair  dr,Willie Conway Timothy Hutton finishes the last few notes of a set at an NYC bar  and counts his tips from a glass on the piano He takes his change and heads out into the cold winter night to take a Greyhound coach across the border for a High School reuni
45940,742,117894,gypsy  lawyer  judge  doctor  death  court  caravan  curse  black-panties  thong-panties  panties  one-word-title  female-stockinged-legs  pantyhose  bridge  graffiti  pig  gangster  shot-in-the-back  cameo  interrogation  cell-phone  dog  ferris-wheel  m,Billy Halleck Robert John Burke is an arrogant  obese  upper-class lawyer living in the suburban small town of Castle Rock  Maine with his 14-year-old daughter Linda Bethany Joy Lenz and his wife Heidi Lucinda Jenney After defending an underworld crime bo
46818,550,111418,dormitory  gay-man-has-sex-with-a-woman  male-nudity  gay-crush  sexuality  gay  overalls  pubic-hair  male-pubic-hair  voice-over-narration  urination  shower  masturbation  drunkenness  one-word-title  female-nudity  catcher-in-the-rye  garden-gnome  po,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisThrough a be
46969,849,116225,machismo  los-angeles-california  island  escape  president's-daughter  virus  terrorist  earthquake  criminal  mission  prison  year-2013  us-president  hero  prostitute  2000s  sequel  wheelie  reference-to-che-guevara  acid-rain  police  prostitution,On August 23  2000  an earthquake reaching 96 magnitude hits the city of Los Angeles  causing it to be separated from the continental mainland by flooding the San Fernando Valley now called the San Fernando Sea and turning it into an island from Malibu to
47022,150,112384,trapped-in-space  cape-kennedy  reference-to-christopher-columbus  news-footage  rocket  race-against-time  against-the-odds  number-13-in-title  duct-tape  national-air-and-space-administration  disaster  space-exploration  flight-simulator  space-disast,The film starts on July 20  1969  in the home of astronaut Jim Lovell Tom Hanks Jim and a number of other NASA families are gathered to watch the moon walk by Apollo 11's astronauts Later on  Jim contemplates how close he came to the moon when he was orbi
47203,184,110620,vampire  new-york-city  hypnotism  lesbian-sex  husband-wife-relationship  dracula's-daughter  1990s  one-word-title  animal-in-cast-credits  lesbianism  lesbian  femme-fatale  bisexual  dracula  tarantula  menstruation  remake  pixel-vision  lesbian-vamp,Count Voivoide Arminius Chousescu Dracula dies with a stake in hisheart and his daughter Nadja Elina Lwensohn shows up to claim the body  hoping that hisdeath will free her from the life her father has forced on her She hasthe body cremated and prepares t
47472,381,111693,detox  addiction  airline-pilot  alcoholism  dependent-personality-disorder  violence  vacation  substance-abuse  self-centeredness  san-francisco-california  mexico  machismo  little-girl  jealousy  husband-wife-relationship  high-school  guidance-counse,A dramatic treatment of a family torn apart by alcoholism and recovering from it  this was a star vehicle for popular actress Meg Ryan  who plays Alice Green  a school counselor who has a serious drinking problem Her husband is Michael Andy Garcia  an air
47572,922,43014,silent-film-star  butler  silent-movie  madness  comeback  recluse  man-in-swimsuit  grande-dame-guignol  bare-chested-male  famous-director-as-himself  jealousy  dead-body-in-swimming-pool  older-woman-younger-man-relationship  hollywood-california  beve,The film opens with the camera tracking down Sunset Boulevard in Los Angeles  California as police cars begin racing down it The lifeless body of a young man  Joe Gillis Holden floats in the swimming pool of a palatial mansion As the police begin convergi
47606,57,113321,thanksgiving  gay-sibling  gay-interest  homosexual  dinner  holiday  female-protagonist  title-directed-by-female  home-movie  family-relationships  wig  smoking  dysfunctional-family  turkey-the-bird  marijuana  mother-daughter-relationship  argument  a,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisThis story i
47646,306,111495,judge  model  privacy  redemption  money  forgiveness  dog  camera  ex-judge  injured-dog  weather-forecast  surrealism  lake-geneva  law-student  third-part-of-trilogy  appeared-on-tv-news  watching-news-on-tv  tv-news  spying-on-someone  spying  caught-,The film begins with clips that track a telephone call between London and Geneva  where a French university student and part-time model  Valentine Dusot Irne Jacob  is talking to her emotionally infantile but possessive boyfriend During her work as a mode
47742,370,110622,transsexual  spoof  terrorist  retirement  undercover  terrorist-plot  bomb  prison  police  academy-awards-ceremony  vomiting  courtroom  visual-pun  thigh-boots  leather-body  black-leather  leather-fetish  high-heel-boots  fetish-fashion  vhs-tape  ope,Frank Drebin Nielsen has retired from police work and lives a basically happy life with his wife Jane Presley It remains basically happy because police work has been Frank's meaning of life  and he feels unhappy about not being able to legally take on cri
47781,249,110116,ludwig-van-beethoven  death  love-letter  love  letter  composer  last-will-and-testament  irrational-behavior  concert  symphony  secret-love  musical-genius  genius  musical-prodigy  pianist  stubbornness  reference-to-napoleon-bonaparte  audience  musi,Warning This movie is extraordinarily susceptible to being spoiledIt is very similar to Citizen Kane in this regard Please considernot reading past the 15th paragraph there will be a warning untilyou have seen the movieImmortal Beloved is a biographical a
47911,611,116514,hell  22nd-century  puzzle-box  outer-space  sequel  heart-in-hand  pinhead  gate-of-hell  18th-century  space-station  magician  demon  sadism  masochism  family-curse  waldo  heart-ripped-out  twin  past-life-regression  summoning-a-demon  libertine  to,The film begins at Space Station Minos in the year 2127 Paul Merchant  the man who built the station  has a robot solve the Lament Configuration the robot is subsequently destroyed However  several guards led by Rimmer capture Paul Paul tells Rimmer the s
47951,943,39420,ghost  captain  cottage  seaside  widow  sea  1900s  bedroom  dog  children's-book  solitude  children's-author  cad  book  publisher  haunted-house  haunting  bristol  film-blanc  gas-stove  gas-heater  dance  monkey-puzzle-tree  ship's-clock  last-will-,1900 Having had enough of living with her late husband's mother and maiden aunt  young widow Lucy Muir decides to move with her young daughter Anna to a place of her own by the sea Her eye falls on the picturesque coastal village of Whitecliff where she f
48137,8,112302,rescue-from-drowning  near-drowning  murder  boy  witness  graveyard  alcoholic  lost-treasure  friendship  missouri  cave  looking-at-one's-self-in-a-mirror  death  trapped-in-a-cave  small-town  child  eyepatch  skeleton  falling-into-a-hole  falling-fr,The film opens with Injun Joe Eric Schweig accepting a job from Doctor Robinson William Newman Then Tom Sawyer Jonathan Taylor Thomas is running away from home He and his friends ride down the Mississippi River on a raft  but hit a sharp rock  which throw
48356,58,110877,postman  poetry  island  poet  pablo-neruda  living-in-exile  exile  remake-of-chilean-film  lead-actor's-last-film  foosball  reference-to-the-nobel-prize  star-died-before-release  remake  communism  1950s  based-on-novel  title-spoken-by-character  nob,Mario Ruoppolo is a young man in an insular Italian fishing village where time moves slowly Since Mario's seasickness doesn't allow him to fish  he is given the job of postman  delivering mail on a bicycle to only a single customer  the famous Chilean poe
